12/01/2017,"-6.70","BOOST JUICE SYDNEY QPS SYDNEY  AUS Card xx1577 Value Date: 11/01/2017","+794.37"
12/01/2017,"-40.00","TRANSPORT FOR NSW-OPAL CHIPPENDALE  AUS Card xx1577 Value Date: 11/01/2017","+801.07"
11/01/2017,"-55.64","Direct Debit 325422 WINenergy Pty Lt 200450000138","+841.07"
11/01/2017,"-25.00","Transfer to CBA A/c CommBank app Shop","+896.71"
11/01/2017,"-18.00","COLES 0852 CHATSWOOD AU AUS Card xx1577 Value Date: 09/01/2017","+921.71"
11/01/2017,"-20.00","COLES EXPRESS 1602 WILLOUGHBY AU AUS Card xx1569 Value Date: 08/01/2017","+939.71"
11/01/2017,"-40.00","TRANSPORT FOR NSW-OPAL CHIPPENDALE  AUS Card xx1569 Value Date: 10/01/2017","+959.71"
10/01/2017,"-28.05","COLES 0852 CHATSWOOD AU AUS Card xx1577 Value Date: 06/01/2017","+999.71"
10/01/2017,"-20.50","KMART 1079 CHATSWOOD AU AUS Card xx1577 Value Date: 07/01/2017","+1027.76"
10/01/2017,"-7.69","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1577 Value Date: 07/01/2017","+1048.26"
10/01/2017,"-20.04","COLES 5773 CHATSWOOD AU AUS Card xx1569 Value Date: 07/01/2017","+1055.95"
10/01/2017,"-4.99","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 07/01/2017","+1075.99"
10/01/2017,"-6.99","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 07/01/2017","+1080.98"
10/01/2017,"-10.00","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 07/01/2017","+1087.97"
10/01/2017,"-3.70","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 07/01/2017","+1097.97"
10/01/2017,"-21.30","WOOLWORTHS 1318 CROWS NEST  AUS Card xx1569 Value Date: 08/01/2017","+1101.67"
10/01/2017,"-630.00","Meriton Pty Rent     NetBank BPAY 199562 1023928 Rent","+1122.97"
09/01/2017,"-80.67","Direct Debit 316632 Telstra DDebit 2000561379833","+1752.97"
09/01/2017,"-95.00","Direct Debit 316656 Telstra 0070427698","+1833.64"
07/01/2017,"-12.50","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 05/01/2017","+1928.64"
06/01/2017,"-9.40","HOYTS SYDNEY  AUS Card xx1569 Value Date: 01/01/2017","+1941.14"
06/01/2017,"-8.99","PLINE PH CHATSWOOD IN CHATSWOOD  AUS Card xx1569 Value Date: 30/12/2016","+1950.54"
06/01/2017,"-45.95","ZARA AUSTRALIA CHATSWOOD  AUS Card xx1569 Value Date: 30/12/2016","+1959.53"
05/01/2017,"-49.80","UNIQLO AUSTRALIA PTY L CHATSWOOD NS AUS Card xx1577 Value Date: 31/12/2016","+2005.48"
05/01/2017,"-40.00","TRANSPORT FOR NSW-OPAL CHIPPENDALE  AUS Card xx1577 Value Date: 04/01/2017","+2055.28"
05/01/2017,"-269.27","O Bar & Dining Sydney NS AUS Card xx1569 Value Date: 03/01/2017","+2095.28"
04/01/2017,"-34.98","COLES 0852 CHATSWOOD AU AUS Card xx1577 Value Date: 30/12/2016","+2364.55"
04/01/2017,"-12.39","COLES 0852 CHATSWOOD AU AUS Card xx1577 Value Date: 31/12/2016","+2399.53"
04/01/2017,"-22.46","OFFICEWORKS 0243 CHATSWOOD AU AUS Card xx1577 Value Date: 02/01/2017","+2411.92"
04/01/2017,"-27.89","COLES 0852 CHATSWOOD AU AUS Card xx1577 Value Date: 02/01/2017","+2434.38"
04/01/2017,"-12.49","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1577 Value Date: 01/01/2017","+2462.27"
04/01/2017,"-27.28","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1577 Value Date: 02/01/2017","+2474.76"
04/01/2017,"-25.00","REWARD GATEWAY PTY SYDNEY NS AUS Card xx1569 Value Date: 01/01/2017","+2502.04"
04/01/2017,"-6.99","WOOLWORTHS W1166 CHATSWOOD  AUS Card xx1569 Value Date: 01/01/2017","+2527.04"
04/01/2017,"-40.00","TRANSPORT FOR NSW-OPAL CHIPPENDALE  AUS Card xx1569 Value Date: 03/01/2017","+2534.03"
03/01/2017,"-630.00","Meriton Pty Rent     NetBank BPAY 199562 1023928 Rent","+2574.03"
